Number,Company,TypeName,Inches,Display,Touchscreen,Width,Height,CpuModel,ClockSpeed,Ram,MemoryComponent1,MemoryComponent2,Gpu,OpSys,Weight,Price
805,HP,Netbook,12.5,None,0,1366,768,Intel Core i5 7300U,2.6,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.26,74005.92
806,Toshiba,Notebook,15.6,None,0,1366,768,Intel Core i5 6200U,2.3,4,500GB HDD,,Intel HD Graphics 520,Windows 10,2.1,41558.4
807,HP,Notebook,15.6,None,0,1366,768,AMD A12-Series 9700P,2.5,8,2TB HDD,,AMD Radeon R7 Graphics,Windows 10,2.04,33513.119999999995
808,Dell,Gaming,15.6,4K Ultra HD,0,3840,2160,Intel Core i7 7700HQ,2.8,16,512GB SSD,,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,89457.12
809,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,1TB HDD,,Nvidia GeForce 920M,Windows 10,2.4,32447.52
810,HP,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,12,1TB HDD,,AMD Radeon RX 580,Windows 10,3.74,93186.72
811,MSI,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,512GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,128671.2
812,Samsung,Ultrabook,13.3,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,0.81,79866.72
813,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,1TB HDD,,Nvidia GeForce GT 940MX,Windows 10,1.98,51202.08
814,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,AMD Radeon R5 M420,Windows 10,2.18,42081.0768
815,Lenovo,Ultrabook,14.0,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.32,99047.52
816,Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD,1,3840,2160,Intel Core i7 7500U,2.5,16,512GB SSD,,Intel HD Graphics 620,Windows 10,1.29,95850.72
817,HP,Netbook,11.6,None,0,1366,768,Intel Celeron Dual Core N3060,1.6,4,16GB Flash Storage,,Intel HD Graphics 400,Chrome OS,1.23,20512.8
818,Dell,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,128GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.36,133467.4656
819,Dell,Notebook,14.0,None,0,1366,768,Intel Core i5 6200U,2.3,4,500GB HDD,,Intel HD Graphics 520,Windows 10,1.76,40226.4
820,Lenovo,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,500GB HDD,,Intel HD Graphics 520,Windows 10,2.1,26101.872
821,Toshiba,Ultrabook,14.0,None,0,1366,768,Intel Core i5 7200U,2.5,4,128GB SSD,,Intel HD Graphics 620,Windows 10,1.25,58075.2
822,Lenovo,Ultrabook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,512GB SSD,,Intel HD Graphics 620,Windows 10,1.13,133146.72
823,MSI,Gaming,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,256GB SSD,,Nvidia GeForce GTX 1050,Windows 10,2.4,63882.72
824,Lenovo,Ultrabook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB Flash Storage,,Intel HD Graphics 620,Windows 10,1.13,99900.0
825,Toshiba,Notebook,14.0,None,0,1366,768,Intel Pentium Dual Core 4405U,2.1,4,128GB SSD,,Intel HD Graphics 510,Windows 10,1.75,26586.72
826,Asus,2 in 1 Convertible,13.3,Full HD,1,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.1,72354.23999999999
827,Dell,Notebook,14.0,None,0,1366,768,Intel Core i3 6006U,2.0,4,500GB HDD,,Intel HD Graphics 520,Windows 10,1.76,31168.8
828,Acer,Netbook,11.6,IPS Panel,0,1366,768,Intel Celeron Dual Core N3060,1.6,4,32GB Flash Storage,,Intel HD Graphics 400,Chrome OS,1.35,18914.4
829,Acer,Notebook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i3 7100U,2.4,8,128GB SSD,,Intel HD Graphics 620,Windows 10,1.5,32980.32
830,Razer,Gaming,17.3,4K Ultra HD,1,3840,2160,Intel Core i7 7820HK,2.9,32,512GB SSD,,Nvidia GeForce GTX1080,Windows 10,3.49,292986.72
831,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+,0,2560,1440,Intel Core i7 6600U,2.6,16,512GB SSD,,Intel HD Graphics 520,Windows 10,1.1,111834.72
832,Asus,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,1TB HDD,,Nvidia GeForce 920,Linux,2.1,27652.32
833,Lenovo,Notebook,14.0,Full HD,0,1920,1080,Intel Core i5 6200U,2.3,8,256GB SSD,,Intel HD Graphics 520,Windows 10,1.7,63190.08
834,Lenovo,Notebook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i5 7300U,2.6,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.32,87912.0
835,Dell,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21,147832.28639999998
836,Asus,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,128884.32
837,Toshiba,Notebook,15.6,None,0,1366,768,Intel Core i3 7100U,2.4,4,500GB HDD,,Intel HD Graphics 620,Windows 10,2.0,35644.32
838,Lenovo,Notebook,14.0,None,0,1366,768,Intel Celeron Quad Core N3160,1.6,4,16GB Flash Storage,,Intel HD Graphics 400,Chrome OS,1.5,17316.0
839,Asus,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,128GB HDD,,Intel HD Graphics 620,Windows 10,2.3,31435.2
840,Asus,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 6700HQ,2.6,16,512GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,95850.72
841,Dell,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,32,512GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,163723.57919999998
842,HP,Notebook,17.3,None,0,1600,900,Intel Core i5 7200U,2.5,8,1TB HDD,,Nvidia GeForce 930MX,Windows 10,2.63,48484.8
843,Dell,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,8,128GB SSD,,Intel HD Graphics 620,Windows 10,2.18,38041.3872
844,HP,Ultrabook,14.0,Full HD,0,1920,1080,Intel Core i7 6500U,2.5,8,512GB SSD,,Intel HD Graphics 520,Windows 7,1.54,99633.6
845,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,4,256GB SSD,,AMD Radeon R5 M420,Windows 10,2.18,39373.92
846,HP,2 in 1 Convertible,11.6,None,1,1366,768,Intel Celeron Dual Core N3350,1.1,4,32GB Flash Storage,,Intel HD Graphics 500,Chrome OS,1.4,32767.2
847,Asus,Ultrabook,13.3,IPS Panel Full HD,0,1920,1080,Intel Core i5 6200U,2.3,8,512GB SSD,,Nvidia GeForce 940M,Windows 10,1.45,54665.28
848,HP,2 in 1 Convertible,13.3,Full HD,1,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.28,121318.56
849,HP,Ultrabook,14.0,Full HD,0,1920,1080,Intel Core i7 6500U,2.5,8,512GB SSD,,Intel HD Graphics 520,Windows 10,1.54,78215.04
850,HP,Notebook,15.6,None,0,1366,768,Intel Celeron Dual Core N3060,1.6,4,128GB SSD,,Intel HD Graphics 400,No OS,1.86,15930.72
851,Asus,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,128GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.1,101178.72
852,Dell,Notebook,17.3,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,1TB HDD,,AMD Radeon R7 M445,Linux,2.83,46087.2
853,Lenovo,Ultrabook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,256GB SSD,,Nvidia GeForce GT 940MX,Windows 10,1.96,101391.84
854,Asus,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Nvidia GeForce GTX 930MX,Windows 10,2.3,41931.36
855,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,128GB SSD,,Intel HD Graphics 620,Windows 10,1.9,50349.6
856,Asus,Notebook,15.6,None,0,1366,768,Intel Pentium Quad Core N4200,1.1,4,1TB HDD,,Intel HD Graphics 505,Windows 10,2.0,23922.72
857,HP,2 in 1 Convertible,13.3,Full HD,1,1920,1080,Intel Core i7 7600U,2.8,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.28,136343.52
858,Dell,Notebook,13.3,Full HD,1,1920,1080,Intel Core i5 6200U,2.3,8,1TB HDD,,Intel HD Graphics 520,Windows 10,1.62,34578.72
859,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i3 6006U,2.0,4,1TB HDD,,Intel HD Graphics 520,No OS,2.2,24988.32
860,Lenovo,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,1TB HDD,,Intel HD Graphics 620,Windows 10,2.3,45323.1648
861,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7300U,2.6,8,256GB SSD,,AMD Radeon R7 M465,Windows 10,1.84,71874.72
862,Toshiba,Notebook,13.3,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,128GB SSD,,Intel HD Graphics 620,Windows 10,1.05,68464.8
863,Lenovo,Gaming,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,1TB HDD,,Nvidia GeForce GTX 1050,No OS,2.5,54185.76
864,Dell,Ultrabook,13.3,Quad HD+,1,3200,1800,Intel Core i7 7660U,2.5,16,512GB SSD,,Intel Iris Plus Graphics 640,Windows 10,1.29,119347.2
865,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 6200U,2.3,4,500GB HDD,,Intel HD Graphics 520,Windows 10,2.07,48484.8
866,Toshiba,Ultrabook,13.3,None,0,1366,768,Intel Core i5 6200U,2.3,8,256GB SSD,,Intel HD Graphics 520,Windows 10,1.2,58341.6
867,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD,1,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.37,103896.0
868,Acer,Notebook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.56,48058.56
869,Dell,Workstation,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,1TB HDD,,Nvidia Quadro M620,Windows 10,2.23,94731.84
870,Lenovo,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,4,500GB HDD,,Intel HD Graphics 620,Windows 10,2.38,56210.4
871,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i3 6006U,2.0,4,1TB HDD,,AMD Radeon R5 M430,No OS,2.2,25521.12
872,Toshiba,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,2.0,73952.64
873,Lenovo,Notebook,13.3,IPS Panel Full HD,0,1920,1080,Intel Core i3 7100U,2.4,4,180GB SSD,,Intel HD Graphics 620,Windows 10,1.44,39160.8
874,Samsung,Ultrabook,15.0,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,16,256GB SSD,,Nvidia GeForce 940MX,Windows 10,1.23,98514.72
875,Dell,Ultrabook,12.5,Full HD,0,1920,1080,Intel Core i7 7600U,2.8,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.6,90043.2
876,Asus,Notebook,15.6,None,0,1366,768,Intel Pentium Quad Core N4200,1.1,4,1TB HDD,,Intel HD Graphics 505,Linux,2.0,21258.1872
877,Xiaomi,Ultrabook,13.3,IPS Panel Full HD,0,1920,1080,Intel Core i5 6200U,2.3,8,256GB SSD,,Nvidia GeForce 940MX,Windows 10,1.28,49816.8
878,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,128GB SSD,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.18,48618.0
879,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,256GB SSD,,Intel HD Graphics 620,Windows 10,2.04,44701.92
880,HP,2 in 1 Convertible,13.3,Full HD,1,1920,1080,Intel Core i5 7200U,2.5,4,256GB SSD,,Intel HD Graphics 620,Windows 10,1.28,90576.0
881,HP,2 in 1 Convertible,15.6,None,1,1366,768,Intel Core i5 7200U,2.5,4,500GB HDD,,Intel HD Graphics 620,Windows 10,2.3,36486.14399999999
882,Asus,Notebook,14.1,None,0,1366,768,Intel Celeron Dual Core N3350,1.1,4,32GB Flash Storage,,Intel HD Graphics 500,Windows 10,1.65,18541.44
883,Lenovo,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 6500U,2.5,8,1TB HDD,,Nvidia GeForce 940MX,Windows 10,2.2,35644.32
884,Dell,Notebook,15.6,None,0,1366,768,Intel Pentium Quad Core N3710,1.6,4,500GB HDD,,Intel HD Graphics,Windows 10,2.2,19660.32
885,HP,2 in 1 Convertible,13.3,Full HD,1,1920,1080,Intel Core i5 7200U,2.5,4,256GB SSD,,Intel HD Graphics 620,Windows 10,1.28,95850.72
886,Dell,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,1TB HDD,,AMD Radeon R5 M420X,Linux,2.18,24279.696
887,Asus,Gaming,17.3,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,12,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,72988.272
888,Acer,Netbook,11.6,IPS Panel,0,1366,768,Intel Celeron Dual Core N3060,1.6,4,32GB Flash Storage,,Intel HD Graphics 400,Chrome OS,1.25,15824.16
889,Lenovo,Notebook,17.3,None,0,1600,900,AMD A4-Series 7210,2.2,4,500GB HDD,,AMD Radeon R3,Windows 10,2.8,20193.12
890,HP,Notebook,14.0,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,128GB SSD,,Intel HD Graphics 620,Windows 10,1.95,67399.2
891,HP,2 in 1 Convertible,13.3,Quad HD+,1,3200,1800,Intel Core i7 7500U,2.7,16,256GB SSD,,Intel HD Graphics 620,Windows 10,1.42,74538.72
892,Samsung,Ultrabook,15.0,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.17,90522.72
893,Lenovo,Ultrabook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.32,95850.72
894,MSI,Gaming,17.3,IPS Panel 4K Ultra HD,0,3840,2160,Intel Core i7 6700HQ,2.6,16,512GB SSD,2TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.43,141138.72
895,Toshiba,Notebook,13.3,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.05,78588.0
896,Dell,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,1TB HDD,,Nvidia GeForce GTX 1050Ti,Linux,2.62,49497.12
897,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,1TB HDD,,Nvidia GeForce 930MX,Windows 10,2.04,47952.0
898,Dell,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,1TB HDD,,AMD Radeon R5 M420X,Windows 10,2.18,32713.92
899,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7300U,2.6,8,500GB HDD,,Intel HD Graphics 620,Windows 10,1.9,49816.8
900,Dell,2 in 1 Convertible,13.3,Quad HD+,1,3200,1800,Intel Core i7 7Y75,1.3,8,512GB SSD,,Intel HD Graphics 615,Windows 10,1.24,107257.968
